date	tt	title	year	directors	stars	plot
2019-12-25	tt2679042	Hitman: Agent 47	2015	Aleksander Bach	Angelababy,Dan Bakkedahl,Charlene Beck	An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.
2019-12-26	tt1431045	Deadpool	2016	Tim Miller	Ryan Reynolds,Karan Soni,Ed Skrein	A wisecracking mercenary gets experimented on and becomes immortal yet hideously scarred, and sets out to track down the man who ruined his looks.
2019-12-28	tt3416828	Ice Age: Collision Course	2016	Galen T. Chu,Michael Thurmeier	Stephanie Beatriz,Robert Cardone,Neil deGrasse Tyson	When Scrat's acorn sends an asteroid to Earth, the Herd must find a way to stop the asteroid from hitting Earth with the help of a returning friend.
2019-12-29	tt1791682	While We're Young	2014	Noah Baumbach	Naomi Watts,Ben Stiller,Maria Dizzia	A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.
2020-01-03	tt2381111	Brooklyn	2015	John Crowley	Saoirse Ronan,Hugh Gormley,Brid Brennan	An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.
2020-01-11	tt2488496	Star Wars: Episode VII - The Force Awakens	2015	J.J. Abrams	Harrison Ford,Mark Hamill,Carrie Fisher	As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.
2020-01-11	tt2182972	Song One	2014	Kate Barker-Froyland	Ben Rosenfield,Faiza Mouha Abbazi,Fatiha Zifri	A young woman strikes up a relationship with her ailing brother's favorite musician.
2020-01-12	tt2180411	Into the Woods	2014	Rob Marshall	Anna Kendrick,Daniel Huttlestone,James Corden	A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.
2020-01-18	tt3874544	The Boss Baby	2017	Tom McGrath	Alec Baldwin,Steve Buscemi,Jimmy Kimmel	A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.
2020-01-19	tt3082898	Kickboxer: Vengeance	2016	John Stockwell	Alain Moussi,Georges St-Pierre,T.J. Storm	A kick boxer is out to avenge his brother.
2020-02-17	tt4146132	Fan Girl	2015	Paul Jarrett	Scott Adsit,Nadia Alexander,Pico Alexander	A 15-year-old girl decides to bring her two passions together for her final film project: making movies and her favorite band.
2020-02-18	tt2802144	Kingsman: The Secret Service	2014	Matthew Vaughn	Adrian Quinton,Colin Firth,Mark Strong	A spy organisation recruits a promising street kid into the agency's training program, while a global threat emerges from a twisted tech genius.
2020-02-19	tt2119532	Hacksaw Ridge	2016	Mel Gibson	Andrew Garfield,Richard Pyros,Jacob Warner	World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.
2020-02-20	tt4341582	Queen of Katwe	2016	Mira Nair	Madina Nalwanga,David Oyelowo,Lupita Nyong'o	Living in the slum of Katwe in Kampala, Uganda, is a constant struggle for 10-year-old Phiona and her family. Her world changes one day when she meets Robert Katende, a missionary who teaches children how to play chess.
2020-02-24	tt0831387	Godzilla	2014	Gareth Edwards	Aaron Taylor-Johnson,CJ Adams,Ken Watanabe	The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.
2020-02-25	tt5013056	Dunkirk	2017	Christopher Nolan	Fionn Whitehead,Damien Bonnard,Aneurin Barnard	Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.
2020-03-05	tt0816692	Interstellar	2014	Christopher Nolan	Ellen Burstyn,Matthew McConaughey,Mackenzie Foy	When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.
2020-03-12	tt3682448	Bridge of Spies	2015	Steven Spielberg	Mark Rylance,Domenick Lombardozzi,Victor Verhaeghe	During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.
2020-03-16	tt1270797	Venom	2018	Ruben Fleischer	Tom Hardy,Michelle Williams,Riz Ahmed	A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.
2020-03-17	tt3856042	Bad Hair Day	2015	Erik Canuel	Laura Marano,Leigh-Allyn Baker,Christian Campbell	A buddy comedy about a high-school tech whiz whose prom night abruptly shifts into a wild ride across town, thanks to a down-on-her-luck cop and a jewel thief.
2020-04-01	tt2005151	War Dogs	2016	Todd Phillips	Miles Teller,Steve Lantz,Gregg Weiner	Loosely based on the true story of two young men, David Packouz and Efraim Diveroli, who won a three hundred million dollar contract from the Pentagon to arm America's allies in Afghanistan.
2020-04-09	tt1726589	Life Happens	2011	Kat Coiro	Krysten Ritter,Kate Bosworth,Rachel Bilson	BFFs Kim and Deena fight to maintain normalcy in their lives after Kim gets pregnant and has a baby.
2020-04-15	tt0265086	Black Hawk Down	2001	Ridley Scott	Josh Hartnett,Ewan McGregor,Tom Sizemore	The story of one hundred and sixty elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.
2020-04-22	tt1204975	Last Vegas	2013	Jon Turteltaub	Michael Douglas,Robert De Niro,Morgan Freeman	Billy, Paddy, Archie and Sam have been best friends since childhood. When Billy proposes to his much-younger girlfriend, they go to Vegas to relive their glory days. However, the decades have changed Sin City and tested their friendship.
2020-04-28	tt2917388	Kidnapping Mr. Heineken	2015	Daniel Alfredson	Jim Sturgess,Sam Worthington,Ryan Kwanten	The inside story of the planning, execution, rousing aftermath, and ultimate downfall of the kidnappers of beer tycoon Alfred "Freddy" Heineken in 1983, which resulted in the largest ransom ever paid for an individual.
2020-06-01	tt3594826	Monk Comes Down the Mountain	2015	Kaige Chen	Baoqiang Wang,Xuejian Li,Wei Fan	A monk leaves his monastery and ventures out into the real world for the first time in his life, and ends up in an adventure with a kung-fu master who is guarding a special artifact.
2020-08-25	tt1441912	The Way	2010	Emilio Estevez	Martin Sheen,Emilio Estevez,Deborah Kara Unger	A father heads overseas to recover the body of his estranged son who died while traveling the "El camino de Santiago," and decides to take the pilgrimage himself.
2020-08-26	tt4500922	Maze Runner: The Death Cure	2018	Wes Ball	Dylan O'Brien,Ki Hong Lee,Kaya Scodelario	Young hero Thomas embarks on a mission to find a cure for a deadly disease known as "The Flare".
2020-08-27	tt3281548	Little Women	2019	Greta Gerwig	Saoirse Ronan,Emma Watson,Florence Pugh	In 19th century Massachusetts, the March sisters--Meg, Jo, Beth, and Amy--on the threshold of womanhood, go through many ups and downs in life and endeavor to make important decisions about their futures.
2020-09-08	tt1086216	Uncertainty	2008	Scott McGehee,David Siegel	Joseph Gordon-Levitt,Lynn Collins,Assumpta Serna	A young couple, in love and facing a life-changing decision, find one seemingly ordinary July 4th cleaved in two by the flip of a coin on the Brooklyn Bridge.
2020-09-09	tt1259520	Bon appétit	2010	David Pinillos	Unax Ugalde,Nora Tschirner,Giulio Berruti	A romantic comedy centered on two young cooks and a female sommelier working in a famous Zurich luxury restaurant.
2020-09-10	tt1293847	xXx: Return of Xander Cage	2017	D.J. Caruso	Vin Diesel,Donnie Yen,Deepika Padukone	Xander Cage, left for dead after an incident, is recruited back into action for a new assignment, leading a team of death-defying adrenaline junkies.
2020-09-21	tt6643972	Triple Threat	2019	Jesse V. Johnson	Tony Jaa,Hu Chen,Iko Uwais	When a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins, a team of mercenaries must stop them before they kill her.
2020-09-22	tt3451984	Another Time	2018	Thomas Hennessy	Justin Hartley,Chrishell Stause,James Kyson	Just because a journey leads you somewhere you didn't expect, doesn't mean you ended up in the wrong place.
2020-09-24	tt3319730	The Mercy	2018	James Marsh	Colin Firth,Eleanor Stagg,Rachel Weisz	The incredible story of amateur sailor Donald Crowhurst and his solo attempt to circumnavigate the globe. The struggles he confronted on the journey while his family awaited his return is one of the most enduring mysteries of recent times.
2020-09-25	tt5844488	Ice	2018	Oleg Trofim	Alexander Petrov,Milos Bikovic,Mariya Aronova	Contemporary Russia. Nadya gives up her dream of becoming a champion figure skater when she is hospitalized with an injury. But then she meets Sasha, a hockey player, who decides to teach her to believe in herself and her dream again.
2020-10-03	tt4955566	Almost Friends	2016	Jake Goldberger	Freddie Highmore,Odeya Rush,Christopher Meloni	Charlie, an unmotivated man in his mid-20s still living at home with his mother and stepfather, falls for a young woman who has a serious boyfriend.
2020-10-11	tt6353036	Murderous Trance	2018	Arto Halonen	Pilou Asbæk,Josh Lucas,Rade Serbedzija	The most incredible series of hypnosis crimes in history send an investigator and a hypnotist into a world of psychological manipulation.
2020-10-13	tt1131724	2:22	2017	Paul Currie	Michiel Huisman,Teresa Palmer,Sam Reid	A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.
2020-10-22	tt10431500	Miracle in Cell No. 7	2019	Mehmet Ada Öztekin	Aras Bulut Iynemli,Nisa Sofiya Aksongur,Deniz Baysal	A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six year old daughter. Prison will be their home. Based on the 2013 Korean movie Miracle in Cell No. 7 (2013).
2020-10-26	tt4287320	The Circle	2017	James Ponsoldt	Emma Watson,Ellar Coltrane,Glenne Headly	A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.
2020-11-13	tt1798684	Southpaw	2015	Antoine Fuqua	Jake Gyllenhaal,Rachel McAdams,Forest Whitaker	After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.
2020-11-14	tt5653294	Flight Crew	2016	Nikolay Lebedev	Danila Kozlovsky,Vladimir Mashkov,Agne Grudyte	Aircraft crew members must put off their differences when a natural disaster threatens to death hundreds of tourists.
2020-12-04	tt6475714	Monster Hunter	2020	Paul W.S. Anderson	Milla Jovovich,Tony Jaa,Ron Perlman	When Cpt. Artemis and her loyal soldiers are transported to a new world, they engage in a desperate battle for survival against enormous enemies with incredible powers. Feature film based on the video game by Capcom.
2021-01-14	tt1615160	The Foreigner	2017	Martin Campbell	Katie Leung,Jackie Chan,Rufus Jones	A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.
2021-01-22	tt3560148	Fear, Inc.	2016	Vincent Masciale	Lucas Neff,Caitlin Stasey,Christopher Rodriguez Marquette	A horror junkie and his friends sign up with a company that brings their customer's greatest fears to life.
2021-01-31	tt5345298	Patient Seven	2016	Paul Davis,Danny Draven,Ómar Örn Hauksson	Michael Ironside,Jack Plotnick,Drew Fonteiro	A renowned psychiatrist has selected six mental patients to interview as part of the research for his new book. As he begins his unorthodox methods the question becomes, who really belongs in Spring Valley Mental Hospital?
2021-03-09	tt0086154	Psycho II	1983	Richard Franklin	Anthony Perkins,Vera Miles,Meg Tilly	After twenty-two years of psychiatric care, Norman Bates attempts to return to a life of solitude, but the specters of his crimes - and his mother - continue to haunt him.
2021-03-10	tt0091799	Psycho III	1986	Anthony Perkins	Anthony Perkins,Diana Scarwid,Jeff Fahey	Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, "Mother" is still watching.
2021-03-12	tt6472976	Five Feet Apart	2019	Justin Baldoni	Haley Lu Richardson,Cole Sprouse,Moises Arias	Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control -- all of which get put to the test when she meets Will, a charming boy who has the same illness.
